Date,Close,Returns
,AAPL,
2024-07-08,229.46685791015625,0.01855622817338154
2024-07-15,223.26583862304688,-0.02702359435948387
2024-07-22,216.94541931152344,-0.028308940366800095
2024-07-29,218.83656311035156,0.008717140951072677
2024-08-05,215.23342895507812,-0.016464954960275557
2024-08-12,224.9977569580078,0.04536622424469017
2024-08-19,226.04541015625,0.004656282855467486
2024-08-26,228.19786071777344,0.009522204233368914
2024-09-02,220.0465087890625,-0.035720544894994544
2024-09-09,221.7206268310547,0.007608019101075669
2024-09-16,227.40065002441406,0.025617928627305497
2024-09-23,226.99209594726562,-0.0017966266899613892
2024-09-30,226.0055694580078,-0.0043460829996785355
2024-10-07,226.7529296875,0.003306822178251956
2024-10-14,234.1768341064453,0.032740059540472544
2024-10-21,230.5994110107422,-0.01527658834979806
2024-10-28,222.12918090820312,-0.03673136052435311
2024-11-04,226.16502380371094,0.01816890009230998
2024-11-11,224.4585418701172,-0.00754529548775329
2024-11-18,229.3168182373047,0.021644426301221875
2024-11-25,236.7588653564453,0.032453123919761184
2024-12-02,242.25559997558594,0.023216594702230697
2024-12-09,247.5328826904297,0.02178394520240423
2024-12-16,253.87759399414062,0.025631791763382816
2024-12-23,254.9749298095703,0.004322302721424975
2024-12-30,242.7743682861328,-0.04785004365938872
2025-01-06,236.28004455566406,-0.02675045053691405
2025-01-13,229.4265594482422,-0.029005772029162213
2025-01-20,222.24388122558594,-0.03130709121005948
2025-01-27,235.4320831298828,0.059341124856033156
2025-02-03,227.08221435546875,-0.035466146599092085
2025-02-10,244.01138305664062,0.0745508350322468
2025-02-17,245.22842407226562,0.004987640332100751
2025-02-24,241.5232696533203,-0.015108992495313056
2025-03-03,238.7569122314453,-0.011453792530408347
2025-03-10,213.21041870117188,-0.10699792224448468
2025-03-17,217.98414611816406,0.02238974739636368
2025-03-24,217.6146240234375,-0.0016951787609648106
2025-03-31,188.13330078125,-0.1354749175267389
2025-04-07,197.89048767089844,0.0518631568634067
2025-04-14,196.72203063964844,-0.005904563908060156
2025-04-21,209.00592041015625,0.062442878057766604
2025-04-28,205.08106994628906,-0.01877865687328384
2025-05-05,198.27000427246094,-0.03321157664923413
2025-05-12,210.9833221435547,0.0641212366829993
2025-05-19,195.27000427246094,-0.07447658758734632
2025-05-26,200.85000610351562,0.028575826849826402
2025-06-02,203.9199981689453,0.015284998616566847
2025-06-09,196.4499969482422,-0.0366320188690582
2025-06-16,201.0,0.023161125591447895
2025-06-23,201.0800018310547,0.00039801905997349785
2025-06-30,212.44000244140625,0.05649492991300109
