Date,Close
,DIS
2020-01-01,138.30999755859375
2020-02-01,117.6500015258789
2020-03-01,96.5999984741211
2020-04-01,108.1500015258789
2020-05-01,117.30000305175781
2020-06-01,111.51000213623047
2020-07-01,116.94000244140625
2020-08-01,131.8699951171875
2020-09-01,124.08000183105469
2020-10-01,121.25
2020-11-01,148.00999450683594
2020-12-01,181.17999267578125
2021-01-01,168.1699981689453
2021-02-01,189.0399932861328
2021-03-01,184.52000427246094
2021-04-01,186.02000427246094
2021-05-01,178.64999389648438
2021-06-01,175.77000427246094
2021-07-01,176.02000427246094
2021-08-01,181.3000030517578
2021-09-01,169.1699981689453
2021-10-01,169.07000732421875
2021-11-01,144.89999389648438
2021-12-01,154.88999938964844
2022-01-01,142.97000122070312
2022-02-01,148.4600067138672
2022-03-01,137.16000366210938
2022-04-01,111.62999725341797
2022-05-01,110.44000244140625
2022-06-01,94.4000015258789
2022-07-01,106.0999984741211
2022-08-01,112.08000183105469
2022-09-01,94.33000183105469
2022-10-01,106.54000091552734
2022-11-01,97.87000274658203
2022-12-01,86.87999725341797
2023-01-01,108.48999786376953
2023-02-01,99.61000061035156
2023-03-01,100.12999725341797
2023-04-01,102.5
2023-05-01,87.95999908447266
2023-06-01,89.27999877929688
2023-07-01,88.88999938964844
2023-08-01,83.68000030517578
2023-09-01,81.05000305175781
2023-10-01,81.58999633789062
2023-11-01,92.69000244140625
2023-12-01,90.29000091552734
2024-01-01,96.05000305175781
2024-02-01,111.58000183105469
2024-03-01,122.36000061035156
2024-04-01,111.0999984741211
2024-05-01,103.91000366210938
2024-06-01,99.29000091552734
2024-07-01,93.69000244140625
2024-08-01,90.37999725341797
2024-09-01,96.19000244140625
2024-10-01,96.19999694824219
2024-11-01,117.47000122070312
2024-12-01,112.31500244140625
